4,2019-4-18,571
2,2019-2-9,399
9,2019-12-11,339
10,2019-11-9,366
8,2019-7-6,337
9,2019-9-17,829
8,2019-4-30,491
6,2019-1-12,759
6,2019-4-11,655
5,2019-3-21,930
6,2019-1-26,512
8,2019-5-20,19
4,2019-12-27,766
4,2019-12-2,798
8,2019-3-11,511
2,2019-3-5,15
7,2019-5-12,123
5,2019-4-4,155
7,2019-11-24,284
7,2019-11-8,434
8,2019-6-30,684
1,2019-9-11,308
8,2019-7-14,683
7,2019-3-28,746
10,2019-12-10,813
5,2019-3-6,37
2,2019-9-20,880
5,2019-1-8,26
2,2019-6-26,445
7,2019-1-16,84
10,2019-8-20,529
9,2019-2-5,742
7,2019-11-4,490
1,2019-2-3,923
3,2019-2-14,31
1,2019-2-13,55
5,2019-3-20,749
3,2019-2-6,935
1,2019-4-19,668
10,2019-1-3,870
4,2019-3-23,964
5,2019-10-19,663
3,2019-5-11,368
3,2019-1-14,381
10,2019-9-3,117
7,2019-6-28,575
3,2019-5-11,548
3,2019-2-12,840
10,2019-10-5,819
7,2019-3-12,521
4,2019-4-23,897
6,2019-3-10,533
8,2019-7-6,787
2,2019-12-15,70
7,2019-2-29,676
3,2019-8-17,104
7,2019-6-30,428
5,2019-8-7,606
7,2019-8-29,485
9,2019-8-8,910
9,2019-6-16,893
3,2019-12-11,943
5,2019-6-10,26
9,2019-4-28,392
5,2019-10-9,86
8,2019-3-22,604
4,2019-12-19,900
2,2019-3-15,928
1,2019-10-17,581
2,2019-10-16,224
5,2019-2-4,662
3,2019-8-29,250
8,2019-2-5,310
6,2019-2-1,248
8,2019-7-10,775
10,2019-7-18,484
5,2019-1-29,747
6,2019-8-18,598
6,2019-10-31,40
7,2019-9-17,480
8,2019-3-3,92
9,2019-4-16,977
9,2019-4-9,220
1,2019-12-31,96
1,2019-11-20,745
6,2019-9-23,271
10,2019-3-26,977
1,2019-10-4,896
10,2019-6-2,474
6,2019-4-17,615
6,2019-6-15,900
2,2019-3-28,994
5,2019-2-1,3
5,2019-6-26,417
10,2019-7-2,222
9,2019-7-22,929
6,2019-1-30,94
9,2019-12-8,924
2,2019-9-17,246
3,2019-3-23,149
9,2019-5-30,119
6,2019-6-4,352
2,2019-10-14,291
6,2019-11-5,127
2,2019-4-13,664
3,2019-9-26,585
1,2019-7-25,740
7,2019-7-6,604
6,2019-5-6,408
3,2019-10-13,744
3,2019-8-17,404
6,2019-5-17,221
7,2019-5-29,35
1,2019-11-7,845
8,2019-3-22,90
5,2019-11-21,605
6,2019-10-24,419
1,2019-5-6,753
3,2019-4-19,628
3,2019-8-5,34
9,2019-4-22,228
5,2019-4-4,780
4,2019-5-2,193
1,2019-7-13,539
1,2019-9-28,83
9,2019-1-26,252
3,2019-4-6,879
7,2019-3-21,536
7,2019-5-23,943
6,2019-7-31,181
8,2019-11-23,890
9,2019-1-12,862
10,2019-1-22,894
2,2019-3-25,850
6,2019-11-29,203
5,2019-1-26,520
7,2019-2-8,461
8,2019-2-5,607
4,2019-4-10,269
1,2019-10-18,934
1,2019-10-30,983
2,2019-9-25,329
2,2019-4-18,315
4,2019-12-20,433
6,2019-12-10,439
8,2019-11-2,206
1,2019-1-19,686
3,2019-12-10,758
1,2019-9-20,82
9,2019-8-31,26
6,2019-1-14,136
6,2019-5-7,583
1,2019-10-8,920
4,2019-1-7,943
5,2019-11-14,626
9,2019-6-8,315
2,2019-3-21,798
5,2019-7-25,477
8,2019-12-29,490
7,2019-11-24,655
6,2019-12-14,543
5,2019-9-31,419
5,2019-1-2,651
5,2019-3-16,440
6,2019-7-3,662
2,2019-5-9,872
7,2019-9-26,543
9,2019-6-30,477
2,2019-4-20,885
8,2019-12-29,838
5,2019-4-2,445
7,2019-3-1,460
1,2019-12-18,301
1,2019-3-12,523
4,2019-9-18,517
2,2019-6-11,514
10,2019-5-5,531
5,2019-7-16,897
6,2019-5-26,527
1,2019-8-29,529
2,2019-8-13,348
5,2019-3-28,204
4,2019-5-4,305
2,2019-5-18,62
5,2019-8-14,328
1,2019-4-16,94
10,2019-11-11,250
4,2019-11-13,670
2,2019-12-27,167
3,2019-9-30,81
10,2019-12-16,314
10,2019-1-31,646
9,2019-8-16,755
7,2019-5-27,652
10,2019-5-23,673
8,2019-5-15,278
5,2019-11-2,674
5,2019-5-26,536
8,2019-6-29,42
6,2019-4-9,258
6,2019-7-27,239
1,2019-10-25,867
7,2019-8-2,942
4,2019-6-27,882
7,2019-5-28,269
9,2019-9-31,615
5,2019-10-4,431
2,2019-9-24,441
3,2019-11-4,524
4,2019-11-23,290
6,2019-2-11,804
7,2019-12-5,931
7,2019-8-15,127
8,2019-8-26,742
8,2019-10-22,226
1,2019-12-29,807
5,2019-1-11,352
1,2019-9-14,318
1,2019-9-23,43
3,2019-7-3,933
9,2019-2-18,323
3,2019-1-28,264
2,2019-5-26,441
6,2019-6-26,966
7,2019-7-23,754
7,2019-8-31,374
3,2019-9-1,987
7,2019-8-23,705
1,2019-10-8,703
2,2019-10-6,929
8,2019-11-8,502
8,2019-2-22,787
7,2019-12-22,831
5,2019-11-9,628
3,2019-3-17,634
1,2019-6-21,478
3,2019-3-4,442
1,2019-5-24,162
4,2019-12-16,169
5,2019-12-13,265
2,2019-10-27,173
4,2019-6-8,266
1,2019-5-7,231
4,2019-1-25,337
9,2019-4-3,896
8,2019-12-28,957
3,2019-1-28,449
9,2019-12-14,281
6,2019-2-15,242
5,2019-11-15,525
4,2019-5-5,159
5,2019-2-9,101
2,2019-12-25,844
8,2019-3-21,324
5,2019-4-3,38
3,2019-1-24,653
1,2019-6-11,906
6,2019-10-23,904
1,2019-2-18,349
1,2019-10-31,978
4,2019-8-4,868
2,2019-6-8,224
7,2019-7-3,434
9,2019-11-1,696
4,2019-11-31,138
2,2019-12-17,120
4,2019-11-12,998
8,2019-11-14,112
7,2019-1-2,632
4,2019-12-7,242
3,2019-10-25,712
8,2019-3-16,496
6,2019-6-26,909
8,2019-9-20,348
9,2019-11-26,422
6,2019-5-5,35
5,2019-2-25,522
9,2019-12-10,214
9,2019-5-21,710
10,2019-5-4,358
9,2019-7-20,614
9,2019-11-26,634
7,2019-3-23,526
6,2019-10-31,699
4,2019-8-31,214
5,2019-12-6,307
7,2019-11-13,415
6,2019-3-3,381
6,2019-3-31,159
1,2019-10-29,332
2,2019-1-4,601
4,2019-8-14,171
4,2019-2-26,753
9,2019-11-2,565
7,2019-1-30,475
8,2019-4-29,180
3,2019-12-30,773
2,2019-7-7,910
1,2019-8-19,453
8,2019-7-30,933
9,2019-6-29,717
5,2019-12-4,593
7,2019-9-15,574
8,2019-11-11,542
9,2019-5-10,804
4,2019-9-15,205
8,2019-10-8,167
7,2019-6-13,468
7,2019-9-17,64
9,2019-11-18,370
4,2019-10-21,421
3,2019-10-15,256
9,2019-6-16,448
6,2019-5-27,931
4,2019-2-19,276
3,2019-3-3,446
9,2019-1-28,585
9,2019-7-27,909
5,2019-1-14,643
2,2019-5-11,126
9,2019-9-14,844
4,2019-10-23,783
3,2019-1-13,954
1,2019-5-21,154
10,2019-7-15,751
7,2019-8-13,291
5,2019-5-9,584
2,2019-1-14,23
4,2019-12-8,798
8,2019-6-17,500
10,2019-6-19,648
4,2019-10-23,868
2,2019-1-24,417
6,2019-6-20,911
10,2019-3-4,890
1,2019-12-6,569
2,2019-11-2,414
5,2019-12-2,579
4,2019-3-27,300
10,2019-7-27,359
10,2019-3-5,720
6,2019-2-22,736
10,2019-7-4,918
4,2019-3-24,569
3,2019-8-19,177
2,2019-2-29,51
6,2019-9-7,303
4,2019-9-18,56
2,2019-5-7,590
6,2019-11-29,945
9,2019-9-12,137
1,2019-11-4,845
5,2019-10-24,463
7,2019-5-26,793
8,2019-4-26,974
10,2019-8-5,492
8,2019-6-2,211
8,2019-5-7,277
8,2019-1-24,965
6,2019-5-6,950
4,2019-1-11,298
8,2019-11-11,124
2,2019-7-6,124
10,2019-8-15,289
7,2019-7-9,240
5,2019-3-1,723
3,2019-7-22,394
8,2019-7-3,330
5,2019-12-30,562
9,2019-7-20,54
4,2019-3-13,37
9,2019-12-1,673
8,2019-11-20,399
8,2019-12-30,380
2,2019-8-12,852
4,2019-8-31,25
8,2019-9-22,70
3,2019-8-13,607
6,2019-1-17,889
10,2019-11-23,638
9,2019-12-13,376
9,2019-8-31,143
7,2019-8-16,858
4,2019-10-3,265
7,2019-12-28,547
10,2019-5-14,176
5,2019-3-17,449
3,2019-6-30,551
1,2019-4-19,146
1,2019-7-21,878
6,2019-7-29,126
5,2019-11-16,693
5,2019-11-10,169
8,2019-1-22,384
7,2019-6-10,402
9,2019-12-15,283
3,2019-1-8,151
8,2019-12-19,664
6,2019-5-9,87
3,2019-3-8,816
4,2019-7-6,154
1,2019-3-21,557
5,2019-10-20,777
6,2019-6-6,694
7,2019-12-17,274
5,2019-6-27,787
2,2019-7-26,169
9,2019-2-21,800
7,2019-10-16,863
8,2019-3-25,973
6,2019-4-10,231
10,2019-2-16,386
4,2019-12-2,746
7,2019-1-30,655
5,2019-5-21,121
8,2019-5-22,591
7,2019-8-23,165
4,2019-7-27,181
1,2019-5-24,84
5,2019-7-23,5
8,2019-3-5,404
9,2019-3-17,511
10,2019-10-26,810
7,2019-2-2,641
3,2019-5-27,51
6,2019-9-1,535
10,2019-12-3,823
1,2019-11-13,358
6,2019-9-29,774
4,2019-5-25,500
2,2019-11-18,132
4,2019-9-29,248
10,2019-3-25,686
8,2019-1-26,871
8,2019-11-20,484
5,2019-11-31,773
9,2019-7-21,619
9,2019-12-21,50
7,2019-9-21,353
8,2019-8-26,989
1,2019-12-30,485
6,2019-7-13,962
10,2019-2-31,873
6,2019-1-2,524
7,2019-10-22,603
3,2019-11-30,239
4,2019-8-16,295
5,2019-3-13,80
9,2019-11-24,854
10,2019-11-16,149
9,2019-6-22,853
5,2019-9-27,240
8,2019-11-3,202
2,2019-9-19,327
4,2019-3-29,665
8,2019-2-27,601
5,2019-5-30,585
5,2019-10-10,889
5,2019-3-5,548
10,2019-2-25,241
5,2019-10-9,792
9,2019-4-24,405
4,2019-11-31,644
5,2019-7-15,989
4,2019-2-29,541
1,2019-7-27,20
8,2019-1-1,567
4,2019-4-6,274
4,2019-10-25,949
10,2019-2-13,992
1,2019-9-31,821
1,2019-8-30,407
6,2019-9-1,842
8,2019-1-23,62
5,2019-10-28,708
9,2019-4-22,264
2,2019-7-23,922
8,2019-11-11,957
8,2019-9-27,767
4,2019-11-11,970
1,2019-5-23,313
3,2019-8-14,37
9,2019-8-5,278
9,2019-5-19,676
6,2019-1-4,898
8,2019-3-22,886
8,2019-5-20,279
4,2019-5-13,56
8,2019-5-27,777
9,2019-3-22,475
6,2019-12-23,40
2,2019-7-17,82
9,2019-5-4,606
6,2019-3-25,567
6,2019-10-5,854
8,2019-3-27,637
3,2019-6-14,324
3,2019-3-24,891
8,2019-1-19,722
2,2019-11-29,298
2,2019-7-10,386
1,2019-10-11,424
2,2019-4-3,513
6,2019-6-11,963
9,2019-4-17,682
7,2019-5-6,317
4,2019-4-13,865
7,2019-7-17,868
1,2019-4-23,259
4,2019-6-13,46
1,2019-12-15,338
9,2019-5-31,777
9,2019-4-24,768
9,2019-3-2,735
3,2019-6-13,493
2,2019-1-10,166
6,2019-6-22,618
2,2019-4-6,138
2,2019-2-17,106
5,2019-8-1,89
6,2019-1-28,346
5,2019-5-1,695
6,2019-6-28,276
7,2019-1-13,286
7,2019-3-18,931
7,2019-12-6,744
4,2019-6-26,741
2,2019-5-3,348
8,2019-12-24,589
9,2019-7-11,118
2,2019-1-2,813
4,2019-3-9,561
9,2019-4-1,292
6,2019-3-29,887
10,2019-11-25,904
5,2019-3-1,886
8,2019-5-18,432
3,2019-5-19,651
6,2019-4-16,715
5,2019-7-11,548
1,2019-6-8,684
3,2019-7-20,507
8,2019-3-20,829
1,2019-6-22,904
8,2019-1-6,120
1,2019-9-2,594
3,2019-10-21,974
4,2019-10-30,256
10,2019-6-22,226
5,2019-5-12,756
4,2019-12-29,327
5,2019-4-16,288
2,2019-4-11,691
7,2019-7-25,475
7,2019-1-30,70
3,2019-8-18,247
8,2019-4-14,251
3,2019-1-31,161
8,2019-1-8,915
9,2019-4-7,709
6,2019-11-18,329
7,2019-12-19,299
2,2019-9-20,82
9,2019-1-21,266
6,2019-10-18,773
4,2019-9-2,238
4,2019-11-4,677
9,2019-11-17,912
3,2019-8-22,611
7,2019-2-24,156
5,2019-10-5,426
4,2019-10-10,371
10,2019-12-29,778
8,2019-2-16,502
8,2019-4-4,300
8,2019-3-6,687
6,2019-6-29,672
2,2019-11-25,607
6,2019-2-7,419
3,2019-4-22,869
2,2019-9-22,41
6,2019-6-10,439
9,2019-9-10,945
2,2019-10-31,142
7,2019-2-17,831
3,2019-11-27,674
3,2019-12-28,847
4,2019-11-26,412
1,2019-1-2,751
6,2019-5-25,997
3,2019-12-31,665
8,2019-10-12,18
4,2019-6-25,556
5,2019-1-21,970
1,2019-4-20,424
9,2019-7-25,137
4,2019-8-29,571
6,2019-6-24,601
10,2019-8-16,479
7,2019-10-24,8
7,2019-12-10,888
9,2019-11-1,144
4,2019-8-22,811
1,2019-2-8,266
4,2019-2-22,393
5,2019-8-9,552
4,2019-4-11,209
1,2019-8-30,648
9,2019-4-8,454
5,2019-8-15,832
5,2019-2-18,196
2,2019-7-15,773
9,2019-5-2,523
6,2019-8-29,154
7,2019-9-9,884
5,2019-11-12,261
8,2019-9-3,590
2,2019-11-10,414
1,2019-5-6,712
1,2019-6-18,619
2,2019-6-30,349
3,2019-1-29,691
10,2019-2-30,747
8,2019-8-23,419
2,2019-3-3,851
10,2019-11-10,609
9,2019-9-6,519
4,2019-3-16,332
1,2019-10-2,797
2,2019-4-21,273
2,2019-2-9,738
6,2019-8-4,66
7,2019-4-23,37
7,2019-9-14,271
9,2019-6-3,466
5,2019-1-7,983
4,2019-8-12,849
6,2019-5-3,958
4,2019-6-20,259
7,2019-9-11,400
10,2019-8-26,111
4,2019-2-15,905
6,2019-9-3,233
1,2019-7-21,707
2,2019-6-1,717
5,2019-4-10,551
2,2019-6-14,500
2,2019-4-12,810
2,2019-10-24,32
3,2019-6-22,928
1,2019-8-7,598
9,2019-7-9,201
6,2019-12-18,660
9,2019-7-29,612
9,2019-8-25,517
6,2019-2-25,518
7,2019-9-22,759
10,2019-7-16,495
8,2019-11-31,544
7,2019-5-6,572
8,2019-9-22,988
10,2019-11-14,610
3,2019-3-15,589
2,2019-8-8,944
8,2019-11-5,29
10,2019-2-21,71
8,2019-7-26,405
10,2019-3-14,865
7,2019-4-4,909
10,2019-3-13,734
8,2019-4-13,267
3,2019-2-27,919
2,2019-10-10,956
2,2019-2-28,480
2,2019-6-25,961
1,2019-5-31,66
7,2019-6-24,530
7,2019-12-24,30
4,2019-10-1,274
4,2019-9-7,63
5,2019-2-25,326
7,2019-10-1,697
6,2019-5-29,678
8,2019-2-19,541
4,2019-6-23,467
1,2019-2-13,552
8,2019-12-20,919
7,2019-8-22,378
9,2019-11-21,644
9,2019-4-13,139
5,2019-12-6,476
10,2019-6-30,418
3,2019-5-28,434
5,2019-7-14,784
10,2019-4-29,980
7,2019-9-28,946
1,2019-8-22,344
4,2019-8-31,48
5,2019-10-12,180
8,2019-11-7,576
9,2019-8-5,322
9,2019-11-11,514
9,2019-12-24,756
8,2019-10-16,134
8,2019-12-27,602
6,2019-12-21,861
7,2019-2-9,15
9,2019-11-14,54
4,2019-7-5,353
7,2019-3-13,748
7,2019-4-15,550
9,2019-1-15,91
8,2019-4-11,847
5,2019-4-10,911
4,2019-8-29,306
7,2019-9-13,705
10,2019-8-3,555
6,2019-8-28,333
7,2019-5-19,59
4,2019-11-27,707
1,2019-10-23,404
3,2019-3-6,989
4,2019-6-26,120
4,2019-4-15,452
1,2019-4-1,229
6,2019-11-26,941
2,2019-6-1,48
4,2019-4-4,626
10,2019-6-15,298
4,2019-12-10,166
1,2019-8-3,300
6,2019-11-13,221
7,2019-3-16,671
2,2019-10-15,928
1,2019-8-19,39
7,2019-4-16,666
6,2019-2-2,162
2,2019-4-2,24
8,2019-5-30,984
5,2019-10-27,579
2,2019-4-10,228
8,2019-10-16,542
5,2019-11-14,58
5,2019-6-16,108
4,2019-9-6,597
10,2019-9-6,573
7,2019-8-4,814
1,2019-10-21,240
7,2019-11-2,389
3,2019-5-26,204
5,2019-6-11,488
1,2019-3-6,264
3,2019-7-10,702
8,2019-1-21,352
2,2019-7-6,190
2,2019-2-11,454
6,2019-11-10,577
9,2019-1-11,80
5,2019-3-26,37
1,2019-2-8,334
8,2019-7-20,543
8,2019-12-21,57
6,2019-7-17,119
5,2019-7-2,154
9,2019-2-31,875
7,2019-10-20,24
5,2019-8-20,172
6,2019-12-19,812
8,2019-7-15,460
5,2019-2-20,800
6,2019-6-23,22
8,2019-7-5,665
7,2019-6-26,572
2,2019-2-11,937
5,2019-1-16,931
2,2019-11-20,1000
1,2019-10-25,360
10,2019-3-11,211
2,2019-10-2,898
2,2019-12-24,942
1,2019-8-11,39
8,2019-12-4,957
8,2019-4-17,806
6,2019-5-12,706
3,2019-11-17,8
4,2019-2-4,844
6,2019-12-9,250
9,2019-8-24,166
4,2019-6-12,639
6,2019-3-20,373
1,2019-10-25,236
9,2019-11-27,255
3,2019-5-24,569
1,2019-11-28,611
10,2019-2-10,905
4,2019-3-5,683
1,2019-2-22,476
5,2019-1-29,359
2,2019-8-10,42
4,2019-5-25,635
5,2019-3-23,628
5,2019-10-24,625
9,2019-2-9,951
1,2019-6-27,772
8,2019-2-30,503
2,2019-9-27,961
6,2019-9-19,101
8,2019-8-19,879
6,2019-3-26,11
6,2019-9-9,550
4,2019-8-19,388
1,2019-2-28,368
3,2019-10-17,334
2,2019-5-24,930
10,2019-4-7,393
7,2019-9-23,161
8,2019-3-18,817
9,2019-9-14,945
4,2019-12-22,325
1,2019-11-20,535
2,2019-12-28,562
2,2019-7-7,750
3,2019-4-12,298
2,2019-11-25,233
6,2019-1-24,657
7,2019-9-24,601
2,2019-7-12,269
8,2019-2-19,415
3,2019-12-14,492
1,2019-7-24,394
1,2019-4-3,397
7,2019-4-19,87
2,2019-6-22,98
1,2019-9-27,651
9,2019-1-14,240
7,2019-9-24,372
9,2019-3-20,501
10,2019-4-27,15
6,2019-8-26,84
7,2019-8-15,970
3,2019-11-18,539
5,2019-6-30,51
1,2019-4-18,708
3,2019-5-24,769
2,2019-8-3,698
4,2019-3-13,894
7,2019-9-8,348
5,2019-2-27,834
6,2019-3-13,639
9,2019-5-3,217
9,2019-4-30,776
8,2019-7-27,853
4,2019-12-25,644
2,2019-11-22,263
6,2019-12-12,176
6,2019-9-7,811
5,2019-10-22,304
3,2019-11-1,110
6,2019-12-4,822
9,2019-12-26,814
3,2019-11-14,542
4,2019-12-20,822
9,2019-7-16,671
3,2019-3-12,524
6,2019-3-6,546
6,2019-7-23,958
6,2019-1-15,985
8,2019-10-2,815
3,2019-4-6,107
5,2019-5-25,178
1,2019-3-31,230
7,2019-11-2,384
9,2019-7-2,719
8,2019-11-5,463
6,2019-6-7,396
6,2019-6-29,550
1,2019-7-11,325
3,2019-10-21,298
3,2019-9-5,500
7,2019-5-14,536
7,2019-9-22,349
6,2019-11-18,428
10,2019-12-23,999
2,2019-10-31,568
10,2019-5-23,147
8,2019-7-20,317
10,2019-11-2,26
6,2019-3-30,804
10,2019-10-27,291
4,2019-11-7,816
6,2019-1-5,980
3,2019-2-19,520
2,2019-8-4,539
7,2019-1-17,52
7,2019-11-18,708
3,2019-12-26,400
7,2019-1-25,196
4,2019-9-6,341
5,2019-11-7,233
10,2019-2-11,243
1,2019-11-5,522
9,2019-1-16,471
8,2019-3-17,673
1,2019-11-22,787
6,2019-11-16,316
9,2019-6-7,872
1,2019-8-22,354
4,2019-6-27,817
7,2019-10-28,386
8,2019-6-20,176
10,2019-8-8,492
10,2019-3-24,650
8,2019-12-5,959
5,2019-4-23,142
6,2019-8-30,994
2,2019-6-25,281
8,2019-9-13,186
8,2019-3-24,935
4,2019-6-25,694
10,2019-2-23,758
3,2019-4-10,30
2,2019-3-20,19
8,2019-2-1,950
10,2019-7-12,262
5,2019-11-17,42
4,2019-5-2,888
10,2019-11-4,268
6,2019-2-14,631
1,2019-8-31,957
5,2019-4-25,332
7,2019-11-26,871
10,2019-11-2,100
1,2019-11-23,224
9,2019-7-10,192
3,2019-7-17,710
10,2019-11-16,815
3,2019-4-21,299
9,2019-10-21,890
4,2019-2-15,915
3,2019-4-16,488
5,2019-2-9,709
6,2019-9-5,253
3,2019-5-26,128
7,2019-2-16,888
6,2019-11-28,674
7,2019-11-6,184
7,2019-1-12,320
9,2019-8-27,642
10,2019-5-19,587
1,2019-12-17,843
6,2019-2-26,752
9,2019-6-12,551
1,2019-6-20,402
7,2019-7-14,273
5,2019-5-30,589
3,2019-1-12,919
7,2019-7-27,782
4,2019-8-2,241
9,2019-6-8,313
8,2019-2-17,215
4,2019-11-6,40
10,2019-7-19,429
7,2019-11-24,239
7,2019-8-28,42
2,2019-9-10,36
3,2019-9-23,975
2,2019-6-28,938
8,2019-2-14,850
2,2019-6-28,462
1,2019-10-25,100
7,2019-7-11,102
5,2019-3-13,970
8,2019-12-23,853
8,2019-12-16,28
9,2019-1-16,315
3,2019-8-5,214
10,2019-11-8,599
4,2019-2-9,313
9,2019-2-4,291
8,2019-10-12,336
6,2019-11-25,43
7,2019-5-16,409
9,2019-1-3,810
10,2019-10-15,812
6,2019-7-31,809
4,2019-11-1,134
4,2019-10-22,632
1,2019-9-23,300
1,2019-10-23,776
5,2019-2-14,184
3,2019-11-28,729
5,2019-12-18,268
1,2019-4-10,320
9,2019-7-24,332
8,2019-7-26,325
9,2019-6-9,997
5,2019-7-8,961
3,2019-10-28,314
5,2019-6-13,517
3,2019-7-6,433
